StartDevice,StartPort,EndDevice,EndPort,BandWidth,VlanID,VlanMode
r-tigon-04,Ethernet416,r-tigon-14,Ethernet84,50000,1764,Access
r-tigon-04,Ethernet418,r-tigon-14,Ethernet85,50000,1765,Access
r-tigon-04,Ethernet424,r-tigon-14,Ethernet86,50000,1766,Access
r-tigon-04,Ethernet426,r-tigon-14,Ethernet87,50000,1767,Access
r-tigon-04,Ethernet432,r-tigon-14,Ethernet88,50000,1768,Access
r-tigon-04,Ethernet434,r-tigon-14,Ethernet89,50000,1769,Access
r-tigon-04,Ethernet440,r-tigon-14,Ethernet90,50000,1770,Access
r-tigon-04,Ethernet448,r-tigon-14,Ethernet91,50000,1771,Access
r-tigon-04,Ethernet450,r-tigon-14,Ethernet92,50000,1772,Access
r-tigon-04,Ethernet456,r-tigon-14,Ethernet93,50000,1773,Access
r-tigon-04,Ethernet458,r-tigon-14,Ethernet94,50000,1774,Access
r-tigon-04,Ethernet464,r-tigon-14,Ethernet95,50000,1775,Access
r-tigon-04,Ethernet466,r-tigon-14,Ethernet96,50000,1776,Access
r-tigon-04,Ethernet472,r-tigon-14,Ethernet97,50000,1777,Access
r-tigon-04,Ethernet480,r-tigon-14,Ethernet98,50000,1778,Access
r-tigon-04,Ethernet482,r-tigon-14,Ethernet99,50000,1779,Access
r-tigon-04,Ethernet488,r-tigon-14,Ethernet100,50000,1780,Access
r-tigon-04,Ethernet490,r-tigon-14,Ethernet101,50000,1781,Access
r-tigon-04,Ethernet496,r-tigon-14,Ethernet102,50000,1782,Access
r-tigon-04,Ethernet504,r-tigon-14,Ethernet103,50000,1783,Access
r-tigon-14,Ethernet104,arc-host62,p2p1,50000,1681-1783,Trunk

r-tigon-11,Ethernet0,r-tigris-23,Ethernet1,100000,1681,Access
r-tigon-11,Ethernet6,r-tigris-23,Ethernet2,100000,1682,Access
r-tigon-11,Ethernet8,r-tigris-23,Ethernet3,100000,1683,Access
r-tigon-11,Ethernet12,r-tigris-23,Ethernet4,100000,1684,Access
r-tigon-11,Ethernet16,r-tigris-23,Ethernet5,100000,1685,Access
r-tigon-11,Ethernet20,r-tigris-23,Ethernet6,100000,1686,Access
r-tigon-11,Ethernet24,r-tigris-23,Ethernet7,100000,1687,Access
r-tigon-11,Ethernet28,r-tigris-23,Ethernet8,100000,1688,Access
r-tigon-11,Ethernet32,r-tigris-23,Ethernet9,100000,1689,Access
r-tigon-11,Ethernet36,r-tigris-23,Ethernet10,100000,1690,Access
r-tigon-11,Ethernet40,r-tigris-23,Ethernet11,100000,1691,Access
r-tigon-11,Ethernet44,r-tigris-23,Ethernet12,100000,1692,Access
r-tigon-11,Ethernet48,r-tigris-23,Ethernet13,100000,1693,Access
r-tigon-11,Ethernet52,r-tigris-23,Ethernet14,100000,1694,Access
r-tigon-11,Ethernet56,r-tigris-23,Ethernet15,100000,1695,Access
r-tigon-11,Ethernet60,r-tigris-23,Ethernet16,100000,1696,Access
r-tigon-11,Ethernet64,r-tigris-23,Ethernet17,100000,1697,Access
r-tigon-11,Ethernet68,r-tigris-23,Ethernet18,100000,1698,Access
r-tigon-11,Ethernet72,r-tigris-23,Ethernet19,100000,1699,Access
r-tigon-11,Ethernet76,r-tigris-23,Ethernet20,100000,1700,Access
r-tigon-11,Ethernet80,r-tigris-23,Ethernet21,100000,1701,Access
r-tigon-11,Ethernet84,r-tigris-23,Ethernet22,100000,1702,Access
r-tigon-11,Ethernet88,r-tigris-23,Ethernet23,100000,1703,Access
r-tigon-11,Ethernet92,r-tigris-23,Ethernet24,100000,1704,Access
r-tigon-11,Ethernet96,r-tigris-23,Ethernet25,100000,1705,Access
r-tigon-11,Ethernet100,r-tigris-23,Ethernet26,100000,1706,Access
r-tigon-11,Ethernet104,r-tigris-23,Ethernet27,100000,1707,Access
r-tigon-11,Ethernet108,r-tigris-23,Ethernet28,100000,1708,Access
r-tigon-11,Ethernet112,r-tigris-23,Ethernet29,100000,1709,Access
r-tigon-11,Ethernet116,r-tigris-23,Ethernet30,100000,1710,Access
r-tigon-11,Ethernet120,r-tigris-23,Ethernet31,100000,1711,Access
r-tigon-11,Ethernet124,r-tigris-23,Ethernet32,100000,1712,Access
r-tigon-11,Ethernet128,r-tigris-23,Ethernet33,100000,1713,Access
r-tigon-11,Ethernet132,r-tigris-23,Ethernet34,100000,1714,Access
r-tigon-11,Ethernet136,r-tigris-23,Ethernet35,100000,1715,Access
r-tigon-11,Ethernet140,r-tigris-23,Ethernet36,100000,1716,Access
r-tigon-11,Ethernet144,r-tigris-23,Ethernet37,100000,1717,Access
r-tigon-11,Ethernet148,r-tigris-23,Ethernet38,100000,1718,Access
r-tigon-11,Ethernet152,r-tigris-23,Ethernet39,100000,1719,Access
r-tigon-11,Ethernet156,r-tigris-23,Ethernet40,100000,1720,Access
r-tigon-11,Ethernet160,r-tigris-23,Ethernet41,100000,1721,Access
r-tigon-11,Ethernet164,r-tigris-23,Ethernet42,100000,1722,Access
r-tigon-11,Ethernet168,r-tigris-23,Ethernet43,100000,1723,Access
r-tigon-11,Ethernet172,r-tigris-23,Ethernet44,100000,1724,Access
r-tigon-11,Ethernet176,r-tigris-23,Ethernet45,100000,1725,Access
r-tigon-11,Ethernet180,r-tigris-23,Ethernet46,100000,1726,Access
r-tigon-11,Ethernet184,r-tigris-23,Ethernet47,100000,1727,Access
r-tigon-11,Ethernet188,r-tigris-23,Ethernet48,100000,1728,Access
r-tigon-11,Ethernet192,r-tigris-23,Ethernet49,100000,1729,Access
r-tigon-11,Ethernet196,r-tigris-23,Ethernet50,100000,1730,Access
r-tigon-11,Ethernet200,r-tigris-23,Ethernet51,100000,1731,Access
r-tigon-11,Ethernet204,r-tigris-23,Ethernet52,100000,1732,Access
r-tigon-11,Ethernet208,r-tigris-23,Ethernet53,100000,1733,Access
r-tigon-11,Ethernet212,r-tigris-23,Ethernet54,100000,1734,Access
r-tigon-11,Ethernet216,r-tigris-23,Ethernet55,100000,1735,Access
r-tigon-11,Ethernet220,r-tigris-23,Ethernet56,100000,1736,Access
r-tigon-11,Ethernet224,r-tigris-23,Ethernet57,100000,1737,Access
r-tigon-11,Ethernet228,r-tigris-23,Ethernet58,100000,1738,Access
r-tigon-11,Ethernet232,r-tigris-23,Ethernet59,100000,1739,Access
r-tigon-11,Ethernet236,r-tigris-23,Ethernet60,100000,1740,Access
r-tigon-11,Ethernet240,r-tigris-23,Ethernet61,100000,1741,Access
r-tigon-11,Ethernet244,r-tigris-23,Ethernet62,100000,1742,Access
r-tigon-11,Ethernet248,r-tigris-23,Ethernet63,50000,1743,Access
r-tigon-11,Ethernet252,r-tigris-23,Ethernet64,50000,1744,Access
r-tigris-23,Ethernet65,r-mgtswh-185,p2p1,100000,1681-1744,Trunk

r-tigon-20, Ethernet0, r-tigon-19, Ethernet1, 100000, 1681, Access
r-tigon-20, Ethernet4, r-tigon-19, Ethernet2, 100000, 1682, Access
r-tigon-20, Ethernet8, r-tigon-19, Ethernet3, 100000, 1683, Access
r-tigon-20, Ethernet12, r-tigon-19, Ethernet4, 100000, 1684, Access
r-tigon-20, Ethernet16, r-tigon-19, Ethernet5, 100000, 1685, Access
r-tigon-20, Ethernet20, r-tigon-19, Ethernet6, 100000, 1686, Access
r-tigon-20, Ethernet24, r-tigon-19, Ethernet7, 100000, 1687, Access
r-tigon-20, Ethernet28, r-tigon-19, Ethernet8, 100000, 1688, Access
r-tigon-20, Ethernet32, r-tigon-19, Ethernet9, 100000, 1689, Access
r-tigon-20, Ethernet36, r-tigon-19, Ethernet10, 100000, 1690, Access
r-tigon-20, Ethernet40, r-tigon-19, Ethernet11, 100000, 1691, Access
r-tigon-20, Ethernet44, r-tigon-19, Ethernet12, 100000, 1692, Access
r-tigon-20, Ethernet48, r-tigon-19, Ethernet13, 100000, 1693, Access
r-tigon-20, Ethernet52, r-tigon-19, Ethernet14, 100000, 1694, Access
r-tigon-20, Ethernet56, r-tigon-19, Ethernet15, 100000, 1695, Access
r-tigon-20, Ethernet60, r-tigon-19, Ethernet16, 100000, 1696, Access
r-tigon-20, Ethernet64, r-tigon-19, Ethernet17, 100000, 1697, Access
r-tigon-20, Ethernet68, r-tigon-19, Ethernet18, 100000, 1698, Access
r-tigon-20, Ethernet72, r-tigon-19, Ethernet19, 100000, 1699, Access
r-tigon-20, Ethernet76, r-tigon-19, Ethernet20, 100000, 1700, Access
r-tigon-20, Ethernet80, r-tigon-19, Ethernet21, 100000, 1701, Access
r-tigon-20, Ethernet84, r-tigon-19, Ethernet22, 100000, 1702, Access
r-tigon-20, Ethernet88, r-tigon-19, Ethernet23, 100000, 1703, Access
r-tigon-20, Ethernet92, r-tigon-19, Ethernet24, 100000, 1704, Access
r-tigon-20, Ethernet96, r-tigon-19, Ethernet25, 100000, 1705, Access
r-tigon-20, Ethernet100, r-tigon-19, Ethernet26, 100000, 1706, Access
r-tigon-20, Ethernet104, r-tigon-19, Ethernet27, 100000, 1707, Access
r-tigon-20, Ethernet108, r-tigon-19, Ethernet28, 100000, 1708, Access
r-tigon-20, Ethernet112, r-tigon-19, Ethernet29, 100000, 1709, Access
r-tigon-20, Ethernet116, r-tigon-19, Ethernet30, 100000, 1710, Access
r-tigon-20, Ethernet120, r-tigon-19, Ethernet31, 100000, 1711, Access
r-tigon-20, Ethernet124, r-tigon-19, Ethernet32, 100000, 1712, Access
r-tigon-20, Ethernet128, r-tigon-19, Ethernet33, 100000, 1713, Access
r-tigon-20, Ethernet132, r-tigon-19, Ethernet34, 100000, 1714, Access
r-tigon-20, Ethernet136, r-tigon-19, Ethernet35, 100000, 1715, Access
r-tigon-20, Ethernet140, r-tigon-19, Ethernet36, 100000, 1716, Access
r-tigon-20, Ethernet144, r-tigon-19, Ethernet37, 100000, 1717, Access
r-tigon-20, Ethernet148, r-tigon-19, Ethernet38, 100000, 1718, Access
r-tigon-20, Ethernet152, r-tigon-19, Ethernet39, 100000, 1719, Access
r-tigon-20, Ethernet156, r-tigon-19, Ethernet40, 100000, 1720, Access
r-tigon-20, Ethernet160, r-tigon-19, Ethernet41, 100000, 1721, Access
r-tigon-20, Ethernet164, r-tigon-19, Ethernet42, 100000, 1722, Access
r-tigon-20, Ethernet168, r-tigon-19, Ethernet43, 100000, 1723, Access
r-tigon-20, Ethernet172, r-tigon-19, Ethernet44, 100000, 1724, Access
r-tigon-20, Ethernet176, r-tigon-19, Ethernet45, 100000, 1725, Access
r-tigon-20, Ethernet180, r-tigon-19, Ethernet46, 100000, 1726, Access
r-tigon-20, Ethernet184, r-tigon-19, Ethernet47, 100000, 1727, Access
r-tigon-20, Ethernet188, r-tigon-19, Ethernet48, 100000, 1728, Access
r-tigon-20, Ethernet192, r-tigon-19, Ethernet49, 100000, 1729, Access
r-tigon-20, Ethernet196, r-tigon-19, Ethernet50, 100000, 1730, Access
r-tigon-20, Ethernet200, r-tigon-19, Ethernet51, 100000, 1731, Access
r-tigon-20, Ethernet204, r-tigon-19, Ethernet52, 100000, 1732, Access
r-tigon-20, Ethernet208, r-tigon-19, Ethernet53, 100000, 1733, Access
r-tigon-20, Ethernet212, r-tigon-19, Ethernet54, 100000, 1734, Access
r-tigon-20, Ethernet216, r-tigon-19, Ethernet55, 100000, 1735, Access
r-tigon-20, Ethernet220, r-tigon-19, Ethernet56, 100000, 1736, Access
r-tigon-20, Ethernet224, r-tigon-19, Ethernet57, 100000, 1737, Access
r-tigon-20, Ethernet228, r-tigon-19, Ethernet58, 100000, 1738, Access
r-tigon-20, Ethernet232, r-tigon-19, Ethernet59, 100000, 1739, Access
r-tigon-20, Ethernet236, r-tigon-19, Ethernet60, 100000, 1740, Access
r-tigon-20, Ethernet240, r-tigon-19, Ethernet61, 100000, 1741, Access
r-tigon-20, Ethernet244, r-tigon-19, Ethernet62, 100000, 1742, Access
r-tigon-20, Ethernet248, r-tigon-19, Ethernet63, 50000, 1743, Access
r-tigon-20, Ethernet252, r-tigon-19, Ethernet64, 50000, 1744, Access
r-tigon-19, Ethernet65, r-r640-10, p1p1, 100000, 1681-1744, Trunk

dummy-fanout,Ethernet60,dummy-host,p5p1,100000,1681-1740,Trunk
